600,-17.6201
601,-17.7387
602,-17.8509
603,-17.9529
604,-18.0411
605,-18.112
606,-18.1618
607,-18.1869
608,-18.1837
609,-18.1485
610,-18.0777
611,-17.9646
612,-17.8081
613,-17.6131
614,-17.3847
615,-17.1277
616,-16.8471
617,-16.5477
618,-16.2346
619,-15.9127
620,-15.5869
621,-15.2621
622,-14.9433
623,-14.6355
624,-14.3434
625,-14.0722
626,-13.8266
627,-13.6117
628,-13.4324
629,-13.2937
630,-13.2003
631,-13.1574
632,-13.155
633,-13.1793
634,-13.2294
635,-13.3043
636,-13.4028
637,-13.5242
638,-13.6673
639,-13.8312
640,-14.015
641,-14.2174
642,-14.4378
643,-14.6749
644,-14.9278
645,-15.1956
646,-15.4772
647,-15.7716
648,-16.0779
649,-16.395
650,-16.722
651,-17.0579
652,-17.4017
653,-17.7512
654,-18.1058
655,-18.4671
656,-18.8365
657,-19.2153
658,-19.6051
659,-20.0073
660,-20.4233
661,-20.8546
662,-21.3026
663,-21.7688
664,-22.2546
665,-22.7614
666,-23.2907
667,-23.844
668,-24.4227
669,-25.0282
670,-25.6619
671,-26.3254
672,-27.02
673,-27.7472
674,-28.5534
675,-29.4741
676,-30.4941
677,-31.5983
678,-32.7717
679,-33.9993
680,-35.2658
681,-36.5563
682,-37.8556
683,-39.1488
684,-40.4206
685,-41.656
686,-42.84
687,-43.9574
688,-44.9932
689,-45.9324
690,-46.7597
691,-47.4602
692,-48.0187
693,-48.4202
694,-48.6496
695,-48.7058
696,-48.6059
697,-48.3625
698,-47.9878
699,-47.4942
700,-46.8943
701,-46.2003
702,-45.4247
703,-44.5799
704,-43.6783
705,-42.7322
706,-41.7541
707,-40.7565
708,-39.7516
709,-38.7519
710,-37.7698
711,-36.8176
712,-35.9079
713,-35.053
714,-34.2652
715,-33.5571
716,-32.8602
717,-32.1048
718,-31.3017
719,-30.4613
720,-29.5943
721,-28.7114
722,-27.823
723,-26.9398
724,-26.0724
725,-25.2314
726,-24.4273
727,-23.6709
728,-22.9726
729,-22.3431
730,-21.793
731,-21.3329
732,-20.9734
733,-20.725
734,-20.5984
735,-20.6042
736,-20.753
737,-21.0824
738,-21.6099
739,-22.3157
740,-23.1801
741,-24.1831
742,-25.3051
743,-26.5263
744,-27.8268
745,-29.187
746,-30.5869
747,-32.0069
748,-33.4272
749,-34.8279
750,-36.1893
751,-37.4916
752,-38.715
753,-39.8397
754,-40.846
755,-41.7141
756,-42.4241
757,-42.9564
758,-43.3299
759,-43.5837
760,-43.7279
761,-43.7726
762,-43.7279
763,-43.6038
764,-43.4106
765,-43.1582
766,-42.8569
767,-42.5166
768,-42.1476
769,-41.7599
770,-41.3636
771,-40.9689
772,-40.5858
773,-40.2244
774,-39.8948
775,-39.6072
776,-39.3717
777,-39.1983
778,-39.0971
779,-39.0531
780,-39.042
781,-39.0603
782,-39.1044
783,-39.1707
784,-39.2558
785,-39.3561
786,-39.468
787,-39.588
788,-39.7125
789,-39.838
790,-39.961
791,-40.0778
792,-40.185
793,-40.279
794,-40.3562
795,-40.4131
796,-40.4462
797,-40.4518
798,-40.4266
799,-40.3668
800,-40.2783
