600,-17.3861
601,-17.4423
602,-17.5012
603,-17.5629
604,-17.6273
605,-17.6947
606,-17.765
607,-17.8383
608,-17.9148
609,-17.9946
610,-18.0777
611,-17.8352
612,-17.5937
613,-17.3532
614,-17.1136
615,-16.8749
616,-16.6371
617,-16.4002
618,-16.1641
619,-15.9288
620,-15.6943
621,-15.4605
622,-15.2274
623,-14.995
624,-14.7633
625,-14.5322
626,-14.3017
627,-14.0718
628,-13.8424
629,-13.6136
630,-13.3853
631,-13.1574
632,-13.329
633,-13.5035
634,-13.6808
635,-13.861
636,-14.0442
637,-14.2303
638,-14.4194
639,-14.6116
640,-14.8068
641,-15.0051
642,-15.2066
643,-15.4112
644,-15.619
645,-15.8301
646,-16.0444
647,-16.2621
648,-16.4831
649,-16.7076
650,-16.9355
651,-17.1668
652,-17.4017
653,-17.8984
654,-18.3946
655,-18.8905
656,-19.386
657,-19.8811
658,-20.3758
659,-20.8701
660,-21.364
661,-21.8575
662,-22.3505
663,-22.8432
664,-23.3355
665,-23.8273
666,-24.3187
667,-24.8097
668,-25.3004
669,-25.7905
670,-26.2803
671,-26.7697
672,-27.2586
673,-27.7472
674,-28.5098
675,-29.3034
676,-30.1266
677,-30.9783
678,-31.8572
679,-32.7622
680,-33.6921
681,-34.6457
682,-35.6219
683,-36.6194
684,-37.6372
685,-38.6739
686,-39.7284
687,-40.7994
688,-41.8856
689,-42.9858
690,-44.0987
691,-45.2229
692,-46.357
693,-47.4997
694,-48.6496
695,-48.0903
696,-47.5193
697,-46.936
698,-46.3399
699,-45.7304
700,-45.1069
701,-44.4686
702,-43.8151
703,-43.1455
704,-42.4592
705,-41.7554
706,-41.0332
707,-40.2918
708,-39.5304
709,-38.7481
710,-37.9438
711,-37.1166
712,-36.2654
713,-35.3892
714,-34.4868
715,-33.5571
716,-32.9591
717,-32.3595
718,-31.7585
719,-31.156
720,-30.5521
721,-29.9468
722,-29.3404
723,-28.7327
724,-28.1238
725,-27.5139
726,-26.903
727,-26.2911
728,-25.6784
729,-25.0648
730,-24.4505
731,-23.8356
732,-23.22
733,-22.6039
734,-21.9873
735,-21.3703
736,-20.753
737,-21.5316
738,-22.3295
739,-23.1477
740,-23.9874
741,-24.8498
742,-25.7362
743,-26.6478
744,-27.5861
745,-28.5524
746,-29.5484
747,-30.5755
748,-31.6355
749,-32.73
750,-33.8609
751,-35.03
752,-36.2391
753,-37.4903
754,-38.7856
755,-40.127
756,-41.5166
757,-42.9564
758,-42.7681
759,-42.5802
760,-42.3927
761,-42.2056
762,-42.0189
763,-41.8327
764,-41.6469
765,-41.4616
766,-41.2768
767,-41.0924
768,-40.9084
769,-40.725
770,-40.542
771,-40.3596
772,-40.1777
773,-39.9962
774,-39.8153
775,-39.635
776,-39.4551
777,-39.2758
778,-39.0971
779,-39.0883
780,-39.0869
781,-39.0926
782,-39.1055
783,-39.1254
784,-39.1522
785,-39.1858
786,-39.2263
787,-39.2735
788,-39.3274
789,-39.3881
790,-39.4555
791,-39.5295
792,-39.6103
793,-39.6978
794,-39.7921
795,-39.8932
796,-40.0011
797,-40.116
798,-40.2378
799,-40.3668
800,-40.1636
