600,-17.5307
601,-17.5854
602,-17.6401
603,-17.6948
604,-17.7495
605,-17.8042
606,-17.8589
607,-17.9136
608,-17.9683
609,-18.023
610,-18.0777
611,-17.8434
612,-17.6091
613,-17.3748
614,-17.1405
615,-16.9062
616,-16.6719
617,-16.4376
618,-16.2033
619,-15.969
620,-15.7347
621,-15.5004
622,-15.2661
623,-15.0318
624,-14.7975
625,-14.5632
626,-14.3289
627,-14.0946
628,-13.8603
629,-13.626
630,-13.3917
631,-13.1574
632,-13.3595
633,-13.5616
634,-13.7637
635,-13.9658
636,-14.1679
637,-14.3701
638,-14.5722
639,-14.7743
640,-14.9764
641,-15.1785
642,-15.3806
643,-15.5827
644,-15.7848
645,-15.9869
646,-16.189
647,-16.3912
648,-16.5933
649,-16.7954
650,-16.9975
651,-17.1996
652,-17.4017
653,-17.8943
654,-18.387
655,-18.8796
656,-19.3723
657,-19.8649
658,-20.3576
659,-20.8502
660,-21.3428
661,-21.8355
662,-22.3281
663,-22.8208
664,-23.3134
665,-23.8061
666,-24.2987
667,-24.7913
668,-25.284
669,-25.7766
670,-26.2693
671,-26.7619
672,-27.2546
673,-27.7472
674,-28.7426
675,-29.7379
676,-30.7333
677,-31.7286
678,-32.724
679,-33.7193
680,-34.7147
681,-35.71
682,-36.7054
683,-37.7007
684,-38.6961
685,-39.6914
686,-40.6868
687,-41.6821
688,-42.6775
689,-43.6728
690,-44.6682
691,-45.6635
692,-46.6589
693,-47.6542
694,-48.6496
695,-47.9309
696,-47.2122
697,-46.4935
698,-45.7748
699,-45.0561
700,-44.3375
701,-43.6188
702,-42.9001
703,-42.1814
704,-41.4627
705,-40.744
706,-40.0253
707,-39.3066
708,-38.5879
709,-37.8692
710,-37.1506
711,-36.4319
712,-35.7132
713,-34.9945
714,-34.2758
715,-33.5571
716,-32.9474
717,-32.3377
718,-31.7279
719,-31.1182
720,-30.5085
721,-29.8988
722,-29.2891
723,-28.6793
724,-28.0696
725,-27.4599
726,-26.8502
727,-26.2405
728,-25.6308
729,-25.021
730,-24.4113
731,-23.8016
732,-23.1919
733,-22.5822
734,-21.9724
735,-21.3627
736,-20.753
737,-21.8103
738,-22.8676
739,-23.9249
740,-24.9822
741,-26.0395
742,-27.0968
743,-28.1541
744,-29.2114
745,-30.2687
746,-31.326
747,-32.3834
748,-33.4407
749,-34.498
750,-35.5553
751,-36.6126
752,-37.6699
753,-38.7272
754,-39.7845
755,-40.8418
756,-41.8991
757,-42.9564
758,-42.7726
759,-42.5888
760,-42.4051
761,-42.2213
762,-42.0375
763,-41.8537
764,-41.67
765,-41.4862
766,-41.3024
767,-41.1186
768,-40.9349
769,-40.7511
770,-40.5673
771,-40.3835
772,-40.1998
773,-40.016
774,-39.8322
775,-39.6484
776,-39.4647
777,-39.2809
778,-39.0971
779,-39.1576
780,-39.218
781,-39.2785
782,-39.3389
783,-39.3994
784,-39.4599
785,-39.5203
786,-39.5808
787,-39.6413
788,-39.7017
789,-39.7622
790,-39.8226
791,-39.8831
792,-39.9436
793,-40.004
794,-40.0645
795,-40.125
796,-40.1854
797,-40.2459
798,-40.3063
799,-40.3668
800,-40.1499
